"Point_ID,N,9,0","Coarse,N,9,0","Clay,N,9,0","Sand,N,9,0","Silt,N,9,0","pH_CaCl2,N,24,2","pH_H20,N,24,2","EC,N,24,2","OC,N,24,2","CaCO3,N,9,0","P,N,24,2","N,N,24,2","K,N,24,2","LC,C,80","LU,C,80","NUTS_0,C,80","NUTS_1,C,80","NUTS_2,C,80","NUTS_3,C,80","LC0_Desc,C,80","LC1_Desc,C,80","LU1_Desc,C,80"
50644048,0,0,0,0,6.9,7.1,7.51,12.8,7,31.8,1.3,22.6,E20,U111,EE,EE0,EE00,EE004,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50644242,0,0,0,0,4,4.76,7.38,42,0,17.4,2.6,73.3,C31,U120,FI,FI1,FI1C,FI1C1,Woodland,Spruce dominated mixed woodland,Forestry
50644278,0,0,0,0,3.2,4.06,41.7,506.4,0,58,16.8,128.3,C21,U120,FI,FI1,FI1C,FI1C2,Woodland,Spruce dominated coniferous woodland,Forestry
50644314,0,0,0,0,3.7,4.02,38.1,108.7,0,47.8,6.9,164.3,C31,U120,FI,FI1,FI19,FI197,Woodland,Spruce dominated mixed woodland,Forestry
50644386,0,0,0,0,3.7,4.37,39.5,72.7,0,47.5,3.6,74.9,C10,U120,FI,FI1,FI19,FI197,Woodland,Broadleaved woodland,Forestry
50644516,0,0,0,0,4,4.39,13.84,15.3,0,11.7,0.9,35.5,C22,U120,FI,FI1,FI19,FI193,Woodland,Pine dominated coniferous woodland,Forestry
50644570,0,0,0,0,3.4,4.59,15.84,148.3,0,34.2,4.9,78.1,C22,U120,FI,FI1,FI1D,FI1D9,Woodland,Pine dominated coniferous woodland,Forestry
50644718,0,0,0,0,5.7,6.02,9.73,24.8,1,43.1,1.9,47.1,B11,U111,FI,FI1,FI1D,FI1D9,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50644764,0,0,0,0,3.1,4.01,18.55,508.9,0,52.9,15,304.9,C22,U420,FI,FI1,FI1D,FI1D9,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
50662674,0,0,0,0,7.9,8.13,14.81,21.7,136,60.8,2.2,178.1,B11,U111,HU,HU3,HU33,HU331,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50662800,0,0,0,0,4.8,4.36,22.2,51.4,1,29.9,4.7,243.5,C10,U120,HU,HU3,HU31,HU312,Woodland,Broadleaved woodland,Forestry
50662872,0,0,0,0,6.1,6.31,9.61,23.8,1,28.9,2.5,330.8,E20,U111,SK,SK0,SK03,SK032,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50663088,0,0,0,0,7.4,7.99,14.44,7,65,27.5,1.1,55.5,B41,U111,PL,PL7,PL72,PL722,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
50663322,0,0,0,0,4.1,4.62,3.97,11.5,0,75.3,0.9,29.3,E30,U420,PL,PL9,PL91,PL912,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
50663376,0,0,0,0,4,4.02,13.5,11,1,37.2,1.1,46.3,B16,U111,PL,PL9,PL92,PL924,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
50663642,0,0,0,0,4.6,4.96,10.41,35.6,0,22.5,3,50.6,C10,U120,LT,LT0,LT02,LT023,Woodland,Broadleaved woodland,Forestry
50663688,0,0,0,0,4.9,5.31,4.6,20.2,0,7.6,1.8,36.3,E20,U111,LT,LT0,LT02,LT028,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50663710,0,0,0,0,7,7.12,13.71,31.8,8,9,3.1,49.4,E20,U111,LT,LT0,LT02,LT028,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50663728,0,0,0,0,5.4,5.86,6.09,15.3,4,23.5,1.7,139.5,E20,U111,LT,LT0,LT02,LT028,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50663746,0,0,0,0,5.8,5.92,8.85,22.6,0,5.7,2.4,101.1,E20,U111,LT,LT0,LT02,LT028,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50663796,0,0,0,0,7,7.31,8.87,10.6,13,42.5,1,160.2,B32,U111,LV,LV0,LV00,LV003,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
50663868,14,26,30,45,6.9,7.19,13.4,24.7,5,28.7,2.2,150.8,B55,U111,LV,LV0,LV00,LV003,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
50664204,0,0,0,0,5.1,5.56,8.7,12.8,1,48.4,1.2,117.4,B13,U111,FI,FI1,FI1C,FI1C1,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
50664222,0,0,0,0,4.7,5.34,4.51,15.8,0,22.6,1.5,46.6,B15,U111,FI,FI1,FI1C,FI1C1,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
50664420,0,0,0,0,3.5,4.37,75,463.7,0,76.1,21.9,237.5,C33,U120,FI,FI1,FI19,FI193,Woodland,Other mixed woodland,Forestry
50664456,0,0,0,0,3.7,4.57,4.56,29.5,0,10.2,1.6,41.2,C33,U120,FI,FI1,FI19,FI193,Woodland,Other mixed woodland,Forestry
50664474,0,0,0,0,4.1,4.63,2.42,19.6,0,14.2,0.8,26.8,C22,U120,FI,FI1,FI19,FI193,Woodland,Pine dominated coniferous woodland,Forestry
50664600,0,0,0,0,3.5,4.36,66.9,435.8,0,72.4,21.5,187.3,C22,U120,FI,FI1,FI1D,FI1D9,Woodland,Pine dominated coniferous woodland,Forestry
50664618,0,0,0,0,3.6,3.9,131.7,356,0,145,22.5,536.9,C32,U120,FI,FI1,FI1D,FI1D9,Woodland,Pine dominated mixed woodland,Forestry
50664744,0,0,0,0,3.7,4.14,60,55.3,0,41.6,3.7,70.7,C33,U420,FI,FI1,FI1D,FI1D9,Woodland,Other mixed woodland,Semi-natural and natural areas not in use
50665032,13,7,61,32,4.6,4.77,3.25,12.4,0,0,0.7,16.6,C22,U120,FI,FI1,FI1D,FI1D7,Woodland,Pine dominated coniferous woodland,Forestry
50682696,0,0,0,0,7.8,8,20.8,20.1,96,56,2.1,272.7,B11,U111,HU,HU3,HU33,HU331,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50682720,0,0,0,0,7.7,8.12,32.7,8.4,3,49.3,1.1,512.6,E30,U111,HU,HU1,HU12,HU120,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
50682732,0,0,0,0,7.7,8.05,14.56,14.9,52,29.4,1.5,159.5,B31,U111,HU,HU1,HU12,HU120,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50682936,0,0,0,0,7,7.16,18.82,17.4,3,80.8,2,228,B16,U111,SK,SK0,SK04,SK041,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
50682966,0,0,0,0,7,7.11,25.8,31.8,17,22.4,3.9,79.6,E20,U111,SK,SK0,SK04,SK041,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50683002,13,34,6,60,3.9,4.45,7.89,22.5,0,6.5,2.3,89.7,C21,U120,PL,PL2,PL21,PL218,Woodland,Spruce dominated coniferous woodland,Forestry
50683074,0,0,0,0,6.3,6.62,15.56,25.3,0,8.6,2.9,253.7,E20,U111,PL,PL7,PL72,PL722,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50683092,0,0,0,0,7.1,7.47,17.92,10.6,578,7.3,2.4,9.3,E20,U420,PL,PL7,PL72,PL722,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
50683110,0,0,0,0,7.2,7.65,17.14,11.9,394,20,2.6,75.8,B11,U111,PL,PL7,PL72,PL722,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50683278,0,0,0,0,7.1,7.39,185.03,10.1,3,42.5,1.4,68.1,E30,U112,PL,PL9,PL91,PL913,Grassland,Spontaneously re-vegetated surfaces,Fallow land
50683444,0,0,0,0,4.2,4.83,2.83,15,0,49.5,0.8,12.2,C22,U120,PL,PL6,PL62,PL622,Woodland,Pine dominated coniferous woodland,Forestry
50683512,0,0,0,0,6.2,6.36,22.73,20.9,1,35.5,2.3,381.5,B11,U111,PL,PL6,PL62,PL622,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50683644,0,0,0,0,4.9,5.32,10.33,36.9,0,20.5,2.2,71.8,B13,U111,LT,LT0,LT02,LT023,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
50683680,15,17,45,38,4.7,5.15,4.88,18.5,0,4.2,1.6,49.5,E20,U111,LT,LT0,LT02,LT028,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50683716,0,0,0,0,6.8,6.99,11.06,24.3,3,19.2,2.4,119.6,B53,U111,LT,LT0,LT02,LT028,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
50683780,0,0,0,0,5.4,5.62,33,43.2,0,24.3,3.6,86.9,C10,U120,LV,LV0,LV00,LV003,Woodland,Broadleaved woodland,Forestry
50683798,0,0,0,0,3.9,4.55,66.1,210,0,26.1,17.1,155.6,C10,U120,LV,LV0,LV00,LV003,Woodland,Broadleaved woodland,Forestry
50683816,0,0,0,0,6.1,6.39,5.55,12.5,0,22.7,1.3,96.9,B11,U111,LV,LV0,LV00,LV003,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50684398,0,0,0,0,3.6,4.66,13.28,53.6,0,24.8,3.1,70.1,C23,U120,FI,FI1,FI19,FI197,Woodland,Other coniferous woodland,Forestry
50684466,0,0,0,0,4.1,4.69,1.96,13.5,0,20.4,0.8,19.9,C22,U120,FI,FI1,FI19,FI193,Woodland,Pine dominated coniferous woodland,Forestry
50684520,0,0,0,0,4,4.61,3.19,18.7,0,6.7,1,30,C23,U120,FI,FI1,FI19,FI193,Woodland,Other coniferous woodland,Forestry
50684542,0,0,0,0,3.9,4.72,10.86,62.9,0,29.9,2.8,140.8,C32,U120,FI,FI1,FI19,FI193,Woodland,Pine dominated mixed woodland,Forestry
50684628,0,0,0,0,3.5,4.16,176,428.1,1,159,21,342.6,C10,U120,FI,FI1,FI1D,FI1D9,Woodland,Broadleaved woodland,Forestry
50684686,0,0,0,0,3.9,4.38,36.8,30.2,0,34.2,2.7,115.7,C10,U420,FI,FI1,FI1D,FI1D9,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
50684898,6,5,72,23,4.3,4.67,2.49,10.3,0,11.3,0.5,12.9,C22,U120,FI,FI1,FI1D,FI1D7,Woodland,Pine dominated coniferous woodland,Forestry
50684938,16,5,69,25,4.1,4.43,3.36,9.7,1,30.3,0.5,14.7,C22,U120,FI,FI1,FI1D,FI1D7,Woodland,Pine dominated coniferous woodland,Forestry
50685018,28,9,52,40,4.2,4.65,4.06,24.2,1,0,1.1,36.6,C33,U120,FI,FI1,FI1D,FI1D7,Woodland,Other mixed woodland,Forestry
50685028,0,0,0,0,4.6,4.55,5.51,15.7,0,5.1,0.9,38.8,C22,U120,FI,FI1,FI1D,FI1D7,Woodland,Pine dominated coniferous woodland,Forestry
50685036,17,6,71,22,4.3,4.81,3.1,9.4,1,0,0.5,18.9,C32,U120,FI,FI1,FI1D,FI1D7,Woodland,Pine dominated mixed woodland,Forestry
50685054,23,6,70,24,4.4,4.19,13.05,20,1,0,0.9,42.2,C32,U120,FI,FI1,FI1D,FI1D7,Woodland,Pine dominated mixed woodland,Forestry
50702650,0,0,0,0,7.7,8.32,13.03,8.4,41,12,0.9,65.7,B11,U111,HU,HU3,HU33,HU331,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50702782,0,0,0,0,6.9,6.92,41.4,24,1,73.9,2.3,433.5,F40,U111,HU,HU3,HU31,HU312,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
50702848,0,0,0,0,6.8,7.03,6.59,13.5,0,53.5,1.5,106.1,B11,U111,SK,SK0,SK03,SK032,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50702998,0,0,0,0,4.2,4.69,8.44,13.5,0,25.9,1.6,45.2,E20,U111,PL,PL2,PL21,PL218,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50703010,0,0,0,0,4.5,4.81,22.6,25.4,0,24.6,3,81.6,E20,U111,PL,PL2,PL21,PL218,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50703016,0,0,0,0,5.9,6.16,13.7,16.8,0,18.7,1.9,131.4,E20,U330,PL,PL2,PL21,PL218,Grassland,Grassland without tree/shrub cover,Construction
50703124,0,0,0,0,4.9,5.45,7.06,8.2,0,13.2,1,147.5,C33,U420,PL,PL7,PL72,PL721,Woodland,Other mixed woodland,Semi-natural and natural areas not in use
50703190,2,8,68,24,3.5,4.44,11.51,7.3,0,20.2,0.8,16.4,B15,U111,PL,PL9,PL92,PL921,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
50703316,0,0,0,0,4.2,4.59,3.8,10.6,1,41.6,0.7,11.5,C32,U120,PL,PL9,PL91,PL912,Woodland,Pine dominated mixed woodland,Forestry
50703742,0,0,0,0,5.1,5.35,17.79,61.1,0,15.5,4.3,99,C33,U120,LT,LT0,LT02,LT028,Woodland,Other mixed woodland,Forestry
50703800,0,0,0,0,7,7.3,15.11,19.5,5,50.9,1.9,353.6,B32,U111,LV,LV0,LV00,LV003,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
50703804,6,23,18,59,6.8,7,16.67,36.3,2,10.6,3.7,68.3,B13,U111,LV,LV0,LV00,LV003,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
50703814,0,0,0,0,5.5,5.86,3.77,11.3,0,10.3,1.2,79.8,B11,U111,LV,LV0,LV00,LV003,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50703836,0,0,0,0,5.1,5.37,81.4,79.4,0,21,6.1,325,C10,U120,LV,LV0,LV00,LV003,Woodland,Broadleaved woodland,Forestry
50703872,0,0,0,0,6.8,7.18,15.85,18.8,53,15.7,1.6,86.8,E20,U111,LV,LV0,LV00,LV003,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50704204,0,0,0,0,3.2,4.28,63.3,523.9,1,81.8,18.8,396.2,C31,U120,FI,FI1,FI1C,FI1C1,Woodland,Spruce dominated mixed woodland,Forestry
50704492,0,0,0,0,4,4.4,6.52,41.5,0,44.8,2.4,57.2,C31,U120,FI,FI1,FI19,FI193,Woodland,Spruce dominated mixed woodland,Forestry
50704620,0,0,0,0,6.1,6.25,42.8,64.2,3,65.4,3.8,148.1,B55,U111,FI,FI1,FI1D,FI1D9,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
50704698,0,0,0,0,4.3,4.54,99.4,298.9,0,85.9,17.8,149.4,C22,U120,FI,FI1,FI1D,FI1D9,Woodland,Pine dominated coniferous woodland,Forestry
50705044,14,8,60,33,4.9,4.93,2.49,11.7,2,0,0.6,39,C32,U120,FI,FI1,FI1D,FI1D7,Woodland,Pine dominated mixed woodland,Forestry
50722684,0,0,0,0,7.8,8.16,13.63,6.6,134,36.1,0.8,90.7,B16,U111,HU,HU3,HU33,HU331,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
50722698,0,0,0,0,7.8,8.01,12.47,15.2,15,6.7,1.6,110.3,B16,U111,HU,HU3,HU33,HU331,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
50722734,0,0,0,0,7.8,8.16,18.37,22.9,157,22.6,2.1,340.2,B11,U111,HU,HU1,HU12,HU120,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50722774,0,0,0,0,6.1,6.33,24,17.1,1,33.1,2,307.8,F40,U111,HU,HU3,HU31,HU312,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
50722882,0,0,0,0,6.3,6.58,12.01,50.3,2,6.7,4.2,245.8,E10,U420,SK,SK0,SK03,SK032,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use
50723094,0,0,0,0,4.8,5.36,11.89,5,0,40.6,0.8,118.7,B15,U111,PL,PL7,PL72,PL722,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
50723242,0,0,0,0,3.8,3.86,27.6,12.7,0,59.7,1.4,34.7,B71,U111,PL,PL9,PL92,PL926,Cropland,Apple fruit,Agriculture (excluding fallow land and kitchen gardens)
50723368,0,0,0,0,5,5.26,9.94,8.3,1,26.1,1,40,B15,U111,PL,PL9,PL92,PL924,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
50723422,0,0,0,0,5.7,5.99,18.67,47.5,1,72.6,4.4,55.1,E20,U111,PL,PL9,PL92,PL924,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50723512,0,0,0,0,4.7,4.96,16.88,11,0,24.3,1.3,258,B11,U111,PL,PL6,PL62,PL622,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50723994,0,0,0,0,4.6,4.95,27.6,171.4,1,31.7,11.9,186.8,C10,U120,EE,EE0,EE00,EE004,Woodland,Broadleaved woodland,Forestry
50724214,0,0,0,0,3.4,4.37,19.14,102.7,1,42.6,4.4,85.9,C32,U120,FI,FI1,FI1C,FI1C1,Woodland,Pine dominated mixed woodland,Forestry
50724246,0,0,0,0,3.3,4.17,9.17,92.4,0,32.6,4.1,77,C31,U120,FI,FI1,FI1C,FI1C1,Woodland,Spruce dominated mixed woodland,Forestry
50724286,0,0,0,0,3.8,4.47,9.77,62.7,0,28.2,3.6,43.9,C21,U120,FI,FI1,FI1C,FI1C2,Woodland,Spruce dominated coniferous woodland,Forestry
50724376,0,0,0,0,3,3.89,12.44,489.2,0,97.5,8.6,228.8,H12,U420,FI,FI1,FI19,FI197,Wetlands,Peatbogs,Semi-natural and natural areas not in use
50724898,0,0,0,0,4,4.36,3.86,13.8,0,26.3,0.6,24.5,C23,U120,FI,FI1,FI1D,FI1D7,Woodland,Other coniferous woodland,Forestry
50742712,0,0,0,0,7.5,7.93,75.2,31,52,103.2,3,163.7,C10,U120,HU,HU1,HU12,HU120,Woodland,Broadleaved woodland,Forestry
50742820,0,0,0,0,6.4,6.58,19.72,15,0,8.6,1.9,248.3,E20,U111,HU,HU3,HU31,HU312,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50742834,0,0,0,0,7.1,7.2,21.8,28.9,15,23.2,3.1,167.5,E10,U120,HU,HU3,HU31,HU311,Grassland,Grassland with sparse tree/shrub cover,Forestry
50742870,0,0,0,0,4.8,5.07,7.86,33.1,0,15.8,2.9,181.2,C10,U120,SK,SK0,SK03,SK032,Woodland,Broadleaved woodland,Forestry
50743050,0,0,0,0,3.3,3.83,7.27,27.7,0,14.6,1.3,294.5,C32,U120,PL,PL2,PL21,PL214,Woodland,Pine dominated mixed woodland,Forestry
50743180,0,0,0,0,4.6,5.1,3.74,10.5,0,11.5,1.1,37.8,E10,U420,PL,PL9,PL92,PL921,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use
50743410,0,0,0,0,4.4,4.59,132.1,487.6,0,39.5,38.5,121.6,E20,U111,PL,PL9,PL92,PL924,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50743486,0,0,0,0,6.7,6.82,14.72,12,1,67.3,1.4,229.1,E20,U111,PL,PL6,PL62,PL623,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50743632,0,0,0,0,6.3,6.47,10.32,27.2,0,13.8,2.8,39.8,E20,U111,LT,LT0,LT02,LT027,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50743686,8,15,41,44,3.4,3.76,17.24,50.5,0,15.7,2.7,49.6,C31,U120,LT,LT0,LT02,LT028,Woodland,Spruce dominated mixed woodland,Forestry
50743822,0,0,0,0,5.6,6.02,3.69,10,0,14.7,1.1,75,B13,U111,LV,LV0,LV00,LV003,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
50743876,0,0,0,0,5.1,5.56,16.19,38.3,0,14.3,2.8,78.9,C10,U120,LV,LV0,LV00,LV003,Woodland,Broadleaved woodland,Forestry
50744220,0,0,0,0,3.7,4.4,80.2,218.9,1,78.5,11.4,125.7,C10,U120,FI,FI1,FI1C,FI1C1,Woodland,Broadleaved woodland,Forestry
50744296,0,0,0,0,3.5,4.17,78.7,286.4,0,49.7,17.1,99.4,C31,U120,FI,FI1,FI1C,FI1C2,Woodland,Spruce dominated mixed woodland,Forestry
50744418,0,0,0,0,4,4.68,7.73,38.3,0,21.3,2.2,39.1,C33,U420,FI,FI1,FI19,FI197,Woodland,Other mixed woodland,Semi-natural and natural areas not in use
50744454,0,0,0,0,4.2,4.95,4.19,22.7,0,13.9,1.4,28.5,C33,U120,FI,FI1,FI19,FI193,Woodland,Other mixed woodland,Forestry
50744692,0,0,0,0,3.6,5.05,14.94,95.7,1,26,5.5,9,C32,U120,FI,FI1,FI1D,FI1D9,Woodland,Pine dominated mixed woodland,Forestry
50744728,0,0,0,0,3.6,4.39,71.8,144.1,1,64,6.5,118.8,D10,U120,FI,FI1,FI1D,FI1D9,Shrubland,Shrubland with sparse tree cover,Forestry
50762614,0,0,0,0,7.6,8.13,15.5,11.6,52,8.5,1.4,70.1,B52,U111,HU,HU3,HU33,HU333,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
50762656,0,0,0,0,7.8,8.3,74.2,36.4,459,10.2,4.3,69.5,E20,U111,HU,HU3,HU33,HU333,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50762728,0,0,0,0,7.6,8,13.37,18.2,14,16.8,1.8,143.9,B16,U111,HU,HU1,HU12,HU120,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
50762776,0,0,0,0,5.9,6.39,20.1,17.1,1,13.3,2.2,315.3,B31,U111,HU,HU3,HU31,HU312,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50762938,0,0,0,0,5.9,6.12,5.11,16.3,0,22.7,2,168.9,B13,U111,SK,SK0,SK04,SK041,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
50762992,0,0,0,0,4.8,5.13,17.3,17.2,0,67.5,2,125.3,B71,U111,PL,PL2,PL21,PL218,Cropland,Apple fruit,Agriculture (excluding fallow land and kitchen gardens)
50763016,0,0,0,0,5.8,5.96,57,51.2,1,43.2,4.6,274.7,C10,U120,PL,PL2,PL21,PL218,Woodland,Broadleaved woodland,Forestry
50763160,0,0,0,0,4.2,4.85,3.91,14.7,0,30.7,1.2,461.8,E10,U111,PL,PL7,PL72,PL721,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50763322,0,0,0,0,5,5.32,14.53,21.1,0,20.9,2.4,12.6,E10,U120,PL,PL9,PL91,PL912,Grassland,Grassland with sparse tree/shrub cover,Forestry
50763352,0,0,0,0,6,6.21,39.1,35.1,1,36.1,3.7,47.1,C10,U420,PL,PL9,PL92,PL922,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
50763358,0,0,0,0,3.7,4.2,3.16,17.8,1,27.5,0.9,11.3,C22,U120,PL,PL9,PL92,PL924,Woodland,Pine dominated coniferous woodland,Forestry
50763514,0,0,0,0,4.9,5.28,20.2,57.7,0,23.9,4.7,190.8,C10,U120,PL,PL6,PL62,PL623,Woodland,Broadleaved woodland,Forestry
50763638,0,0,0,0,5.9,6.08,6.01,21.4,1,20.8,2.2,123,E20,U111,LT,LT0,LT02,LT027,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50763800,0,0,0,0,6.5,6.64,8.33,23.1,0,38.2,2.2,190.4,E20,U111,LV,LV0,LV00,LV003,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50764612,0,0,0,0,3.5,4.31,13.5,58.4,0,34.5,2.6,95.1,C22,U120,FI,FI1,FI1D,FI1D9,Woodland,Pine dominated coniferous woodland,Forestry
50764718,0,0,0,0,4.6,4.89,65.1,109.1,0,41,8.2,50.7,B13,U111,FI,FI1,FI1D,FI1D9,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
50765014,12,7,66,27,4.5,4.57,6.53,12.4,1,0,0.7,22.6,C22,U120,FI,FI1,FI1D,FI1D7,Woodland,Pine dominated coniferous woodland,Forestry
50782664,0,0,0,0,7.6,7.74,9.96,6,3,9.1,0.7,69.4,B16,U111,HU,HU3,HU33,HU331,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
50782672,0,0,0,0,7.6,7.67,29.5,53.3,125,45.2,4.2,241,E30,U410,HU,HU3,HU33,HU331,Grassland,Spontaneously re-vegetated surfaces,Abandoned areas
50782700,0,0,0,0,7.7,7.82,27.1,47.2,131,11.2,5.1,143.8,E20,U111,HU,HU3,HU33,HU331,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50782712,0,0,0,0,6.6,6.69,14,6.1,0,15.3,0.6,78.5,C10,U120,HU,HU1,HU12,HU120,Woodland,Broadleaved woodland,Forestry
50783006,0,0,0,0,4.9,5.21,18.44,30.7,0,70,3.6,75.2,E20,U111,PL,PL2,PL21,PL218,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50783042,0,0,0,0,4.4,4.74,24,15.9,0,30,1.6,40.4,E30,U112,PL,PL2,PL21,PL217,Grassland,Spontaneously re-vegetated surfaces,Fallow land
50783090,0,0,0,0,6.5,6.76,24.1,26.4,0,10.2,3.2,257.9,E20,U111,PL,PL7,PL72,PL722,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50783186,0,0,0,0,5.2,5.72,2.76,6,0,10.1,0.7,14.1,E10,U112,PL,PL9,PL92,PL921,Grassland,Grassland with sparse tree/shrub cover,Fallow land
50783212,0,0,0,0,5.3,5.72,4.72,4.6,0,12.3,0.6,82.5,B14,U111,PL,PL9,PL92,PL921,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
50783240,0,0,0,0,4.4,5.05,4.09,11.2,0,27.8,0.9,35,C32,U120,PL,PL9,PL92,PL926,Woodland,Pine dominated mixed woodland,Forestry
50783266,0,0,0,0,4.2,4.82,8.31,10,0,31.7,0.9,15.9,C32,U120,PL,PL9,PL91,PL913,Woodland,Pine dominated mixed woodland,Forestry
50783306,0,0,0,0,4.6,5.17,4.08,28.9,0,34.9,2.1,25.6,C10,U420,PL,PL9,PL91,PL912,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
50783402,0,0,0,0,4.4,4.83,5.15,2.5,1,50.3,0.3,31.5,E30,U420,PL,PL9,PL92,PL924,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
50783432,0,0,0,0,5.2,5.38,51.2,56.6,1,36.9,5.3,60.9,E20,U111,PL,PL9,PL92,PL924,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50783450,0,0,0,0,4.6,4.99,5.44,11.8,0,21,0.7,4.8,C22,U120,PL,PL6,PL62,PL623,Woodland,Pine dominated coniferous woodland,Forestry
50783646,0,0,0,0,7,7.16,17.5,14.9,6,8.8,1.6,88,B12,U111,LT,LT0,LT02,LT027,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
