"Point_ID,N,9,0","Coarse,N,9,0","Clay,N,9,0","Sand,N,9,0","Silt,N,9,0","pH_CaCl2,N,24,2","pH_H20,N,24,2","EC,N,24,2","OC,N,24,2","CaCO3,N,9,0","P,N,24,2","N,N,24,2","K,N,24,2","LC,C,80","LU,C,80","NUTS_0,C,80","NUTS_1,C,80","NUTS_2,C,80","NUTS_3,C,80","LC0_Desc,C,80","LC1_Desc,C,80","LU1_Desc,C,80"
38902676,0,0,0,0,5.7,6,33.3,23.4,0,17.8,2.6,56.7,F40,U111,FR,FRC,FRC1,FRC13,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
38902682,0,0,0,0,4,4.5,17.25,31.7,0,25.5,3.2,143.7,D20,U120,FR,FRC,FRC1,FRC13,Shrubland,Shrubland without tree cover,Forestry
38902780,0,0,0,0,7.5,7.76,26.3,25.1,55,52.4,3.1,485.5,B11,U111,FR,FRF,FRF2,FRF22,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38902826,0,0,0,0,7.4,7.85,26,23.4,522,37.9,2,386.1,B35,U111,FR,FRF,FRF2,FRF22,Cropland,Other fibre and oleaginous crops,Agriculture (excluding fallow land and kitchen gardens)
38902838,0,0,0,0,7.5,7.97,24.7,18.4,692,69.7,2.3,372.9,B22,U111,FR,FRF,FRF2,FRF22,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
38903014,0,0,0,0,6.4,6.46,25.6,68.5,1,54.2,7.3,250.6,E20,U111,FR,FRE,FRE1,FRE11,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38903114,3,9,67,24,5.1,5.62,27.3,15.5,0,126.8,1.6,252.3,E20,U111,BE,BE2,BE23,BE232,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38922344,0,0,0,0,7.3,7.69,16.67,13.9,82,19,1.4,116.5,B82,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
38922362,0,0,0,0,7.2,7.76,13.7,11.2,175,38,1.2,140.8,B82,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
38922452,23,9,52,39,3.5,4.2,16.42,114.1,0,44.5,6.1,236.3,C32,U120,FR,FRK,FRK2,FRK22,Woodland,Pine dominated mixed woodland,Forestry
38922584,0,0,0,0,3,3.89,24.7,196,0,9.1,7.4,155.3,C31,U120,FR,FRK,FRK2,FRK26,Woodland,Spruce dominated mixed woodland,Forestry
38922722,0,0,0,0,5,5.3,45.8,25.6,1,93.6,3.3,108.9,E20,U111,FR,FRC,FRC1,FRC11,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38922812,0,0,0,0,7.2,7.57,36.1,28.8,30,44.6,3.5,451.6,E20,U111,FR,FRF,FRF2,FRF22,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38922830,0,0,0,0,7.5,7.83,27.5,22.9,685,42.4,2.5,422.2,B52,U111,FR,FRF,FRF2,FRF22,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
38922992,0,0,0,0,6,6.25,24.2,20,1,27.7,2.4,83.8,B13,U111,FR,FRE,FRE2,FRE21,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38923172,0,0,0,0,7.3,7.69,22.6,10.4,25,48,1.3,158.4,B11,U111,NL,NL3,NL34,NL342,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38942330,0,0,0,0,7,7.34,14.77,17.9,14,9.7,1.8,206.8,C10,U420,FR,FRJ,FRJ1,FRJ12,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
38942352,0,0,0,0,7.3,7.95,15.59,9,137,17.3,1,219.9,B13,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38942464,29,4,76,20,4.7,5.1,33.2,32.8,1,31.2,2.7,61,C10,U420,FR,FRK,FRK2,FRK22,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
38942522,0,0,0,0,5.3,5.81,41.6,67.4,0,44.6,7.1,162.4,E20,U111,FR,FRK,FRK2,FRK26,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38942568,0,0,0,0,4.8,5.15,46.9,35.1,0,45.7,3.5,199.2,E20,U111,FR,FRK,FRK2,FRK26,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38942636,0,0,0,0,4.8,5.04,52.5,28,0,40,3.4,188.1,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38942726,0,0,0,0,5.6,6.02,15.49,11.4,0,18.3,1.5,95.5,B13,U111,FR,FRC,FRC1,FRC11,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38942748,0,0,0,0,7.1,7.34,21.9,18.2,1,25.8,2.3,260.5,B11,U111,FR,FRC,FRC1,FRC11,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38942924,0,0,0,0,7.5,7.86,24.2,15.7,376,25.4,1.7,172.9,B11,U111,FR,FRF,FRF2,FRF23,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38943000,0,0,0,0,5.7,5.88,67.2,72.1,1,79.6,5.7,324,E20,U111,FR,FRE,FRE2,FRE21,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38943054,4,8,60,32,4.9,5.53,11.31,27.5,0,30.6,2.4,59.6,E20,U111,BE,BE3,BE32,BE323,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38943130,8,12,26,62,4.9,5.47,12.45,34.1,0,42.6,3.7,100,B16,U111,BE,BE2,BE23,BE234,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38943144,0,0,0,0,7.4,7.75,46.9,11.4,52,65.1,1.6,308.2,B16,U111,NL,NL3,NL34,NL341,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
38943176,0,0,0,0,7.5,7.8,21,13.8,66,48.1,1.8,157.4,B11,U111,NL,NL3,NL34,NL342,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38962368,0,0,0,0,7.6,8.04,15.04,13.1,216,21.6,0.8,131.1,B84,U111,FR,FRL,FRL0,FRL06,Cropland,Permanent industrial crops,Agriculture (excluding fallow land and kitchen gardens)
38962434,37,12,44,45,4.3,4.81,17.38,53,1,22.5,3.8,92.1,C32,U420,FR,FRK,FRK2,FRK22,Woodland,Pine dominated mixed woodland,Semi-natural and natural areas not in use
38962440,24,7,61,32,4.6,5.05,8.75,34.7,1,13,3.3,141.8,E10,U111,FR,FRK,FRK2,FRK22,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38962578,0,0,0,0,4.8,5.13,66.7,36.3,0,108,4.2,293.7,E20,U111,FR,FRK,FRK2,FRK26,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38962836,0,0,0,0,7.4,7.75,28.6,40.9,694,34,2.9,102.1,B11,U111,FR,FRF,FRF2,FRF22,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38962854,0,0,0,0,7.3,7.66,18.92,20.9,523,71.3,2.7,380.8,B13,U111,FR,FRF,FRF2,FRF22,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38962962,0,0,0,0,7.4,7.75,29.3,10.1,7,23.1,1.3,160.4,B11,U111,FR,FRF,FRF2,FRF21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38963034,0,0,0,0,4.5,4.78,86.6,34.8,0,44.3,4.1,91.6,E20,U111,FR,FRE,FRE1,FRE11,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38982268,0,0,0,0,7.4,7.85,34.9,23.6,355,24.9,2.2,119.5,E30,U420,FR,FRL,FRL0,FRL04,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
38982274,0,0,0,0,7.7,8.27,14.69,5,214,8.1,0.7,72.3,E30,U210,FR,FRL,FRL0,FRL04,Grassland,Spontaneously re-vegetated surfaces,Energy production
38982364,22,25,26,49,7,7.41,28.3,25.2,340,15.1,2.1,759.8,C10,U420,FR,FRL,FRL0,FRL06,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
38982480,0,0,0,0,5.4,5.73,10.55,37.5,0,40.6,4.1,482.1,E20,U111,FR,FRK,FRK2,FRK25,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38982516,0,0,0,0,6.1,6.37,24,17.5,0,40.8,2.3,122.1,B12,U111,FR,FRK,FRK2,FRK26,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
38982598,0,0,0,0,4.5,5.09,6.28,36,0,49.4,3.6,192.8,D20,U111,FR,FRC,FRC1,FRC13,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
38982634,0,0,0,0,4.9,5.35,10.23,19.9,0,24.1,2.5,84,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38982756,0,0,0,0,7.2,7.39,20.7,21.4,2,47.1,2.6,349.8,B32,U111,FR,FRC,FRC1,FRC11,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
38982792,0,0,0,0,6.3,6.55,9.32,10.6,1,69,1.2,197,B35,U111,FR,FRF,FRF2,FRF22,Cropland,Other fibre and oleaginous crops,Agriculture (excluding fallow land and kitchen gardens)
38982814,0,0,0,0,6.6,6.89,20.2,9.2,0,48.4,1.2,443.4,B11,U111,FR,FRF,FRF2,FRF22,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38982846,0,0,0,0,7.4,7.84,18.68,16.1,678,44.5,2.6,470.9,B13,U111,FR,FRF,FRF2,FRF22,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
38982868,0,0,0,0,7.5,7.88,22.9,26.9,750,57.4,2.7,263.8,B22,U111,FR,FRF,FRF2,FRF23,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
38982886,0,0,0,0,7.5,7.94,21.9,24.6,772,60.3,2.6,233,B22,U111,FR,FRF,FRF2,FRF23,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
38982940,0,0,0,0,7.4,7.9,17.18,2.3,770,45,2.1,306.6,B11,U111,FR,FRF,FRF2,FRF21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
38983092,12,19,16,64,5.1,5.62,14.68,13.3,0,34,1.6,297.2,E20,U111,BE,BE2,BE23,BE231,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
38983116,0,0,0,0,6.6,6.97,170.7,11.2,3,102.3,1.2,209.6,B21,U111,BE,BE2,BE23,BE232,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
38983156,0,0,0,0,7.5,7.78,26.3,14.3,45,56.7,1.7,168.4,B35,U111,NL,NL3,NL34,NL341,Cropland,Other fibre and oleaginous crops,Agriculture (excluding fallow land and kitchen gardens)
39002340,0,0,0,0,7.5,8.03,18.3,5.8,187,13.8,0.9,226.5,B82,U111,FR,FRJ,FRJ1,FRJ12,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
39002440,11,10,47,43,4.4,4.61,57.1,42.4,1,27.5,4.1,153.2,E20,U111,FR,FRK,FRK2,FRK22,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39002614,0,0,0,0,4.7,5.16,40.7,24.5,0,33.1,3.2,141.6,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39002710,0,0,0,0,6.6,6.76,44.8,28.2,2,10.6,3.2,179.3,E20,U111,FR,FRC,FRC1,FRC11,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39002836,0,0,0,0,7.5,7.85,25.3,20.3,577,41.8,2.5,529.3,B22,U111,FR,FRF,FRF2,FRF22,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
39002872,0,0,0,0,7.5,7.91,21.8,38.6,673,38.4,2.7,166.1,B13,U111,FR,FRF,FRF2,FRF23,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
39002902,0,0,0,0,7.5,7.87,30,7,841,33.1,2.8,257.7,B13,U111,FR,FRF,FRF2,FRF23,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
39002926,0,0,0,0,7.6,7.96,22.7,17.5,480,60.3,2.2,371.5,B22,U111,FR,FRF,FRF2,FRF23,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
39002952,0,0,0,0,7.4,7.88,24,10.6,362,37.7,1.5,129.2,B22,U111,FR,FRF,FRF2,FRF21,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
39002980,0,0,0,0,5,5.13,66.4,30.6,0,45.3,3.5,335.1,E20,U111,FR,FRE,FRE2,FRE21,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39002992,0,0,0,0,7,7.24,34.7,21.2,5,54.8,2.6,215,B11,U111,FR,FRE,FRE2,FRE21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
39003046,0,0,0,0,7.2,7.57,10.23,6.1,1,60.5,1,139.3,B13,U111,BE,BE3,BE32,BE326,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
39003172,0,0,0,0,7,7.28,24.7,15.7,1,85.2,2.2,185.5,B21,U111,NL,NL3,NL34,NL342,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
39022324,0,0,0,0,7.6,8.06,23.7,16,388,46,1.2,228.4,B43,U111,FR,FRL,FRL0,FRL04,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens)
39022476,0,0,0,0,4.3,4.64,10.88,14.3,0,50.6,1.5,95.8,E20,U111,FR,FRK,FRK2,FRK22,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39022548,0,0,0,0,6.6,6.74,51.1,48.6,6,122.4,5.7,1082.2,E10,U111,FR,FRK,FRK2,FRK26,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39022590,0,0,0,0,4.2,4.64,17.54,12.5,0,56.3,1.6,259.8,B16,U111,FR,FRK,FRK2,FRK26,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
39022918,0,0,0,0,7.3,7.62,35.1,45.6,772,8.5,4.3,76.4,C32,U120,FR,FRF,FRF2,FRF23,Woodland,Pine dominated mixed woodland,Forestry
39023026,0,0,0,0,3.6,4.11,20.4,62.6,0,47.1,4.9,117,C10,U120,FR,FRE,FRE1,FRE11,Woodland,Broadleaved woodland,Forestry
39023088,19,22,11,67,6.5,6.83,14.46,10,0,39.2,1.3,136.6,B35,U111,BE,BE2,BE24,BE241,Cropland,Other fibre and oleaginous crops,Agriculture (excluding fallow land and kitchen gardens)
39042744,0,0,0,0,7.1,7.43,34.4,24.3,6,58.6,3,293.5,B41,U111,FR,FRC,FRC1,FRC11,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
39042784,0,0,0,0,7.4,7.7,35.5,12.1,407,37.5,2.5,594.4,B32,U111,FR,FRF,FRF2,FRF22,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
39042888,0,0,0,0,7.4,7.77,27.8,6.4,879,39.5,2.6,280.8,B32,U111,FR,FRF,FRF2,FRF23,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
39062614,0,0,0,0,4.9,5.19,68.7,39.4,0,38.7,4.9,202.4,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39062638,0,0,0,0,4.7,5.31,19.73,24.6,0,9.6,2.8,111.3,D20,U111,FR,FRC,FRC1,FRC13,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
39062668,0,0,0,0,4.5,5,5.54,25.2,0,18.1,2.3,125.8,D20,U111,FR,FRC,FRC1,FRC13,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
39062686,0,0,0,0,6.6,6.79,46.5,47.9,0,17.7,4.9,211.7,E20,U111,FR,FRC,FRC1,FRC11,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39062704,0,0,0,0,6.5,6.71,22.7,27.2,1,20.7,3.2,165.5,B32,U111,FR,FRC,FRC1,FRC11,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
39062920,0,0,0,0,7.3,7.86,24.7,2.5,950,53.4,2.8,260,B11,U111,FR,FRF,FRF2,FRF23,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
39062944,0,0,0,0,7.3,7.8,18.09,10.3,641,35.7,2.6,347.6,B11,U111,FR,FRF,FRF2,FRF21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
39063046,0,0,0,0,6.3,6.64,19.59,15.3,1,70.5,1.8,263.4,B22,U111,BE,BE3,BE32,BE326,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
39063124,3,6,66,27,5.9,6.21,13.26,16.6,0,85.1,1.7,54.5,B11,U111,BE,BE2,BE23,BE232,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
39063190,0,0,0,0,7.4,7.65,20.2,12.2,20,94.8,1.5,226.8,B43,U111,NL,NL3,NL34,NL342,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens)
39082280,0,0,0,0,8.1,8.93,19.76,2.6,240,3.7,0.2,64.1,C10,U420,FR,FRL,FRL0,FRL04,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
39082502,0,0,0,0,5.1,5.46,31.4,22.9,0,29.9,2.3,297.3,B16,U111,FR,FRK,FRK2,FRK26,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
39082546,0,0,0,0,6,6.34,13.26,20.7,0,72.3,1.9,463.4,B82,U111,FR,FRK,FRK2,FRK26,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
39082556,0,0,0,0,5.7,6.11,13.48,29.9,0,14.4,2.8,265.3,E10,U111,FR,FRK,FRK2,FRK26,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39082600,0,0,0,0,5,5.46,5.3,20.2,0,16.5,2.3,92.5,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39082636,0,0,0,0,5.4,5.83,11.13,38.3,0,11.8,3.9,162.2,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39082654,0,0,0,0,6,6.36,7.88,21.2,0,18.4,2.3,142.8,E20,U111,FR,FRC,FRC1,FRC13,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39082700,0,0,0,0,5.9,6.06,31.9,43.4,1,18.8,4.5,171.7,E20,U111,FR,FRC,FRC1,FRC11,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39082708,0,0,0,0,5.8,6.05,23.3,28.5,0,17.7,3.2,129.7,F40,U111,FR,FRC,FRC1,FRC11,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
39082754,0,0,0,0,7.3,7.61,16.87,21.9,6,42.3,2.6,283.5,B11,U111,FR,FRC,FRC1,FRC11,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
39082798,0,0,0,0,7.2,7.56,34.5,18.1,8,50.4,2.3,159.7,F40,U111,FR,FRF,FRF2,FRF22,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
39082838,0,0,0,0,7.3,7.75,17.58,19.4,712,43.6,2.6,400.4,F40,U111,FR,FRF,FRF2,FRF22,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
39082862,0,0,0,0,7.3,7.77,26.2,31.9,687,80.9,2.9,134.7,B11,U111,FR,FRF,FRF2,FRF23,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
39082946,0,0,0,0,7.4,7.78,23,10.6,376,36.5,2.2,209.8,B52,U111,FR,FRF,FRF2,FRF21,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
39082982,0,0,0,0,4.8,4.95,65.3,32.1,0,46.7,3.8,93.9,E20,U111,FR,FRF,FRF2,FRF21,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39083042,11,27,8,65,6,6.5,9.3,11.4,0,42.7,1.2,165.4,B16,U111,BE,BE3,BE32,BE326,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
39083090,0,0,0,0,6.6,6.87,29.4,12.1,0,54.1,1.6,85.9,B16,U111,BE,BE2,BE24,BE241,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
39083180,0,0,0,0,6.8,7.02,34.8,23.5,12,56.9,2.5,231.2,E20,U111,NL,NL3,NL34,NL342,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39102398,0,0,0,0,7.3,7.64,16.76,6.6,42,38.8,1,156.5,B31,U111,FR,FRK,FRK2,FRK23,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
39102512,0,0,0,0,4.8,5.29,13.25,96,0,14.9,5.5,334.9,C10,U120,FR,FRK,FRK2,FRK26,Woodland,Broadleaved woodland,Forestry
39103154,0,0,0,0,7.5,7.64,38.7,8.1,52,81.6,1.3,119.2,B21,U111,NL,NL3,NL34,NL341,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
39103190,0,0,0,0,6.8,6.85,98.1,18.7,5,112.2,2.5,148,B21,U111,NL,NL3,NL34,NL342,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
39122276,0,0,0,0,7.4,7.78,18.8,26,388,6.8,2.3,78.5,C22,U420,FR,FRL,FRL0,FRL04,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
39122316,0,0,0,0,7.4,7.88,18.46,15.9,644,26.5,1.9,121.4,B12,U111,FR,FRL,FRL0,FRL04,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
39122320,0,0,0,0,7.3,7.72,43.1,19.5,425,45.6,2.9,317.6,B72,U111,FR,FRL,FRL0,FRL04,Cropland,Pear fruit,Agriculture (excluding fallow land and kitchen gardens)
39122568,0,0,0,0,6.5,6.75,30.2,29.7,0,66.2,3.2,764.3,E20,U111,FR,FRK,FRK2,FRK26,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39122586,0,0,0,0,4.3,4.92,26.1,13.2,0,54.7,1.6,333.8,D20,U410,FR,FRC,FRC1,FRC13,Shrubland,Shrubland without tree cover,Abandoned areas
39122644,0,0,0,0,3.9,4.42,9.02,29,0,34.4,2.3,78.9,C10,U120,FR,FRC,FRC1,FRC13,Woodland,Broadleaved woodland,Forestry
39122658,0,0,0,0,6.4,6.61,19.77,25.8,1,59.5,3,301.1,B32,U111,FR,FRC,FRC1,FRC13,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
39122694,0,0,0,0,5,5.38,21.2,13.6,0,36.9,1.8,101.7,B11,U111,FR,FRC,FRC1,FRC11,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
39122716,0,0,0,0,7.2,7.42,48.7,43.8,102,55.3,4.9,372.6,F40,U111,FR,FRC,FRC1,FRC11,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
39122744,0,0,0,0,7.3,7.63,24.3,23.6,4,22.5,2.8,253.6,B11,U111,FR,FRC,FRC1,FRC11,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
39122860,0,0,0,0,7.4,7.77,42.4,42.2,679,49.7,3.1,313.5,B21,U111,FR,FRF,FRF2,FRF23,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
39122928,0,0,0,0,7.4,7.8,18.87,23.2,224,30.8,2.4,506,B13,U111,FR,FRF,FRF2,FRF21,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
39122942,0,0,0,0,7.3,7.73,22.1,14.5,497,68.5,2.7,236.9,B11,U111,FR,FRF,FRF2,FRF21,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
39122950,0,0,0,0,7.3,7.72,17.3,8.6,756,31.9,2.1,198.2,B13,U111,FR,FRF,FRF2,FRF21,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
39122968,0,0,0,0,5.3,5.62,23.5,43.5,1,68.7,4.8,335.7,E20,U111,FR,FRF,FRF2,FRF21,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39122978,0,0,0,0,5.2,5.48,59.8,34.1,0,78.6,4.5,300.4,E20,U111,FR,FRF,FRF2,FRF21,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39123076,12,19,17,64,4.5,4.85,40.6,24.5,1,39.4,2.7,125.8,C10,U120,BE,BE3,BE31,BE310,Woodland,Broadleaved woodland,Forestry
39123108,0,0,0,0,5.5,5.93,11.17,9,0,50.4,1.2,118.7,B16,U111,BE,BE2,BE24,BE241,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
39123144,8,21,46,34,7.1,7.32,32.4,15.7,8,49,1.8,163.1,B23,U111,BE,BE2,BE23,BE236,Cropland,Other root crops,Agriculture (excluding fallow land and kitchen gardens)
39142368,0,0,0,0,5.7,5.89,104.9,149.4,1,14.2,10.7,91.9,E20,U111,FR,FRK,FRK2,FRK23,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
39142674,0,0,0,0,7.3,7.6,27.6,25.3,22,118,2.9,419.7,B32,U111,FR,FRC,FRC1,FRC11,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
39162358,0,0,0,0,7.6,7.89,17.98,13.9,28,41.3,1.7,490.2,B82,U111,FR,FRL,FRL0,FRL06,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
39162360,0,0,0,0,7.4,7.98,14.73,7.3,365,33.5,1.2,273.6,B82,U111,FR,FRL,FRL0,FRL06,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
39162426,0,0,0,0,7,7.53,9.63,9.8,27,52.1,1.5,194.2,B32,U111,FR,FRK,FRK2,FRK23,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
39162444,0,0,0,0,6.4,6.77,9.54,14.2,1,76.8,1.6,439.1,E30,U112,FR,FRK,FRK2,FRK23,Grassland,Spontaneously re-vegetated surfaces,Fallow land
39162498,0,0,0,0,7.5,7.91,13.04,9,170,15,1.1,58.4,B31,U111,FR,FRK,FRK2,FRK24,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
39162544,0,0,0,0,4.4,4.75,27.8,5.4,0,45.3,0.8,151.4,F40,U111,FR,FRK,FRK2,FRK26,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
39162612,0,0,0,0,6.7,6.93,30.7,80.2,6,22.8,7.1,198.5,C10,U120,FR,FRC,FRC1,FRC13,Woodland,Broadleaved woodland,Forestry
